,1,2,3,4,5
11220,1,0,0,0,0
5912,0,0,0,0,1
1144,0,0,0,0,1
9630,0,0,1,0,0
9545,0,0,0,0,1
2510,0,0,0,1,0
4504,0,1,0,0,0
2273,0,0,0,0,1
5627,0,0,0,0,1
3884,0,0,0,0,1
11547,0,0,0,0,1
7297,0,0,0,1,0
5038,0,0,1,0,0
102,1,0,0,0,0
1989,0,0,0,0,1
4043,0,0,0,0,1
10387,0,0,0,1,0
9501,0,0,0,1,0
828,0,0,0,0,1
8511,0,0,0,1,0
1672,0,0,0,0,1
7090,0,0,0,0,1
7819,0,0,0,0,1
7886,0,0,0,0,1
10158,0,0,0,0,1
2856,0,0,0,0,1
4477,1,0,0,0,0
5376,1,0,0,0,0
4237,1,0,0,0,0
2275,0,0,0,0,1
9407,1,0,0,0,0
7233,1,0,0,0,0
10829,0,0,0,1,0
2045,0,0,0,0,1
6408,0,0,1,0,0
4148,0,0,0,0,1
7197,0,0,0,1,0
1295,0,0,0,0,1
10586,0,0,0,0,1
591,0,0,0,0,1
9558,0,0,0,0,1
221,1,0,0,0,0
7508,0,0,0,1,0
7729,0,0,0,0,1
9713,0,0,0,0,1
9129,0,0,1,0,0
858,0,0,0,0,1
4720,0,0,0,0,1
9520,0,0,0,1,0
6403,1,0,0,0,0
841,1,0,0,0,0
3574,0,0,0,0,1
4256,0,0,0,0,1
5372,0,0,0,0,1
9016,0,0,0,0,1
994,0,0,0,0,1
6145,0,0,0,0,1
10403,0,0,0,0,1
1554,0,0,0,0,1
7775,0,0,0,0,1
7146,0,0,0,0,1
11043,1,0,0,0,0
6260,0,0,0,0,1
10298,0,0,0,0,1
6423,0,0,0,1,0
2848,0,0,0,1,0
6302,0,0,0,0,1
9552,1,0,0,0,0
2513,0,0,0,0,1
8935,0,0,0,0,1
1463,0,0,0,0,1
10199,0,0,0,0,1
7918,0,0,0,0,1
8267,0,1,0,0,0
2835,0,0,0,1,0
8863,0,0,0,0,1
6470,0,0,0,0,1
2233,0,0,0,0,1
3050,0,0,0,0,1
7469,0,0,0,0,1
4436,1,0,0,0,0
400,1,0,0,0,0
5277,0,0,0,0,1
4630,0,0,0,0,1
4921,0,0,0,0,1
5885,0,0,0,0,1
7798,0,0,1,0,0
3669,0,0,1,0,0
4366,1,0,0,0,0
1023,0,0,0,0,1
3298,0,0,0,0,1
3822,1,0,0,0,0
6137,0,0,0,0,1
59,0,0,0,0,1
4574,0,0,0,0,1
9596,0,0,0,0,1
9581,0,0,0,1,0
5948,0,0,0,0,1
9964,0,0,0,0,1
1328,0,0,0,0,1
10818,0,0,0,1,0
3351,0,0,0,0,1
4730,0,0,0,0,1
3827,0,0,0,0,1
3279,0,0,1,0,0
9950,0,0,1,0,0
4098,0,0,0,0,1
4974,0,0,0,1,0
7371,0,0,0,0,1
1550,0,0,0,0,1
1009,0,0,0,0,1
3540,0,0,0,0,1
2554,0,0,0,0,1
9498,0,0,0,0,1
1612,0,0,0,0,1
2737,0,1,0,0,0
3455,0,0,1,0,0
10085,0,0,0,0,1
8803,0,0,0,0,1
8035,0,0,0,0,1
648,0,0,0,0,1
3991,1,0,0,0,0
2862,1,0,0,0,0
879,0,0,0,0,1
8397,0,0,0,0,1
6315,0,1,0,0,0
2303,0,0,0,0,1
8188,0,0,0,1,0
1624,0,0,0,0,1
550,0,0,1,0,0
7105,0,0,0,0,1
8776,0,0,1,0,0
10577,0,0,0,0,1
8816,0,0,0,0,1
5030,0,0,0,0,1
5826,1,0,0,0,0
211,0,0,0,0,1
9757,0,1,0,0,0
11617,0,0,0,0,1
9367,0,0,0,1,0
3232,0,0,0,0,1
10705,0,0,0,0,1
6060,0,0,0,0,1
3543,1,0,0,0,0
68,0,0,1,0,0
1438,0,0,0,1,0
2515,0,0,0,0,1
2868,0,1,0,0,0
10529,0,0,0,0,1
6244,1,0,0,0,0
9801,0,0,0,1,0
696,0,0,0,0,1
8493,0,0,0,0,1
11208,1,0,0,0,0
7626,0,0,0,0,1
6927,0,0,0,0,1
1314,0,0,0,0,1
6438,0,0,1,0,0
3852,0,0,0,1,0
4003,0,0,1,0,0
6745,0,0,0,0,1
12,0,0,0,0,1
3844,1,0,0,0,0
818,0,1,0,0,0
10551,1,0,0,0,0
1346,0,0,0,0,1
10098,0,0,1,0,0
453,1,0,0,0,0
5957,0,0,0,0,1
11306,1,0,0,0,0
1656,0,0,0,0,1
3457,0,0,0,0,1
10152,0,0,1,0,0
10193,0,0,0,1,0
9186,0,0,1,0,0
37,1,0,0,0,0
5920,0,0,0,0,1
4746,0,0,0,0,1
1043,0,1,0,0,0
2908,0,0,0,1,0
8143,0,0,0,0,1
940,0,0,0,0,1
8828,0,0,0,0,1
8330,0,0,0,0,1
4561,0,0,0,0,1
6714,0,1,0,0,0
11568,0,0,0,1,0
6839,0,0,1,0,0
11225,0,0,0,1,0
538,0,0,0,0,1
5070,0,0,0,0,1
3703,1,0,0,0,0
1400,0,0,0,0,1
5886,0,0,0,0,1
10402,1,0,0,0,0
6957,0,0,0,0,1
2267,0,0,0,0,1
10110,0,0,0,0,1
7613,0,0,0,0,1
4210,1,0,0,0,0
2470,0,0,0,0,1
5851,1,0,0,0,0
8781,0,0,0,0,1
7825,0,0,0,0,1
5697,0,0,0,0,1
9413,0,0,0,0,1
5168,0,0,0,0,1
9281,0,0,0,0,1
266,0,0,1,0,0
1108,0,0,0,0,1
8939,0,0,0,0,1
10563,1,0,0,0,0
3229,0,0,0,0,1
7699,1,0,0,0,0
6620,1,0,0,0,0
9029,1,0,0,0,0
3319,0,0,0,0,1
6442,1,0,0,0,0
1739,0,0,0,0,1
230,1,0,0,0,0
11503,0,1,0,0,0
898,0,0,0,0,1
4055,0,0,0,0,1
7484,0,0,0,0,1
8026,0,1,0,0,0
3650,0,0,0,0,1
6076,0,0,0,0,1
7955,0,0,0,0,1
9164,1,0,0,0,0
1563,0,0,0,0,1
8250,0,1,0,0,0
5298,0,0,0,0,1
3071,0,0,0,0,1
8005,0,0,0,0,1
11431,0,0,0,1,0
5340,0,0,0,1,0
3433,0,0,0,0,1
5517,0,0,0,0,1
9253,0,0,0,0,1
10439,0,0,0,1,0
10826,0,0,0,0,1
6108,0,0,0,0,1
5940,1,0,0,0,0
8046,0,0,0,0,1
8027,0,0,1,0,0
3573,0,0,0,1,0
4525,1,0,0,0,0
8900,0,0,0,0,1
4759,0,0,0,0,1
3375,0,0,0,0,1
2840,0,0,0,0,1
4949,1,0,0,0,0
4024,0,0,0,0,1
10135,1,0,0,0,0
4184,0,0,0,0,1
6781,0,0,0,0,1
10758,1,0,0,0,0
3614,0,0,0,0,1
2213,0,0,0,0,1
833,0,0,1,0,0
8521,0,0,0,0,1
9319,0,0,0,0,1
5629,1,0,0,0,0
2111,0,0,0,0,1
6921,0,0,0,0,1
5403,0,0,0,1,0
10581,0,0,0,0,1
1743,0,0,0,0,1
5955,0,0,0,0,1
4373,0,0,0,0,1
5159,0,0,0,0,1
9072,0,0,0,1,0
10549,0,0,0,0,1
8774,0,0,0,0,1
7733,0,0,0,1,0
2543,0,0,0,1,0
930,0,0,1,0,0
8888,0,0,0,0,1
1197,0,0,0,0,1
10922,0,0,0,0,1
4771,0,0,0,0,1
355,1,0,0,0,0
1429,0,0,0,1,0
6453,0,0,0,0,1
3095,0,0,0,0,1
2991,0,0,0,0,1
8263,0,0,0,0,1
8447,0,0,1,0,0
1153,0,0,0,0,1
4040,0,0,0,0,1
332,1,0,0,0,0
10833,0,0,0,1,0
2769,0,0,0,0,1
10317,0,0,1,0,0
1598,0,0,0,0,1
10430,1,0,0,0,0
8243,1,0,0,0,0
5106,0,1,0,0,0
964,0,0,0,0,1
6390,0,0,0,0,1
5638,1,0,0,0,0
7691,0,0,0,0,1
2698,0,1,0,0,0
10203,1,0,0,0,0
6110,0,0,0,1,0
1483,0,0,0,0,1
4093,0,0,0,0,1
7108,0,0,0,0,1
6571,1,0,0,0,0
3281,0,0,0,0,1
7436,0,0,0,0,1
1426,0,0,0,0,1
2544,1,0,0,0,0
5091,0,0,0,0,1
5321,0,0,0,0,1
11116,0,0,0,0,1
2885,0,0,0,1,0
5730,1,0,0,0,0
7495,0,0,0,0,1
3070,0,0,0,1,0
2178,0,0,0,1,0
7724,0,0,1,0,0
10761,0,0,0,1,0
1057,0,0,0,0,1
5762,1,0,0,0,0
4253,1,0,0,0,0
4649,0,0,1,0,0
9318,0,0,0,0,1
2968,0,0,0,1,0
11247,0,0,0,0,1
3123,0,0,0,1,0
9365,0,0,0,1,0
1544,0,0,0,0,1
4635,0,0,0,0,1
10328,0,1,0,0,0
4656,1,0,0,0,0
5609,0,0,0,0,1
724,0,0,0,0,1
9990,0,0,0,0,1
9493,0,1,0,0,0
7545,0,0,0,1,0
1127,0,0,0,1,0
5595,1,0,0,0,0
7095,0,0,0,0,1
6618,0,0,0,0,1
1586,0,0,0,0,1
5146,0,0,0,0,1
4049,0,0,0,0,1
8108,0,0,0,1,0
1561,0,0,0,1,0
11103,1,0,0,0,0
4600,0,1,0,0,0
6380,0,0,0,0,1
6162,0,0,0,1,0
6631,0,0,0,0,1
6085,0,0,0,0,1
10631,0,1,0,0,0
4553,1,0,0,0,0
7189,0,0,0,0,1
1808,0,0,0,0,1
2889,0,0,0,0,1
5090,0,0,0,0,1
3817,1,0,0,0,0
7163,0,0,0,0,1
10425,1,0,0,0,0
6429,1,0,0,0,0
3287,0,0,0,0,1
9656,0,0,0,0,1
9421,0,0,0,0,1
9174,0,0,1,0,0
2605,0,0,1,0,0
6117,0,0,0,1,0
1392,0,0,0,0,1
10091,1,0,0,0,0
752,1,0,0,0,0
6662,0,0,0,0,1
3737,0,0,0,0,1
11410,0,0,0,1,0
6310,0,0,0,0,1
9963,0,0,1,0,0
3215,0,0,0,0,1
5882,1,0,0,0,0
9968,0,0,0,0,1
1777,0,0,0,0,1
17,1,0,0,0,0
1770,0,0,0,0,1
1888,0,0,0,0,1
9402,0,1,0,0,0
1642,0,0,0,0,1
9943,0,1,0,0,0
9591,1,0,0,0,0
2316,0,0,0,1,0
3022,0,0,0,0,1
4365,1,0,0,0,0
132,0,0,0,0,1
8351,0,0,0,0,1
9290,0,0,0,1,0
3012,0,0,0,0,1
10651,1,0,0,0,0
7217,0,0,1,0,0
5228,0,1,0,0,0
9349,0,0,0,0,1
1095,0,0,0,0,1
9079,0,0,0,0,1
4118,0,0,0,0,1
4176,0,0,0,1,0
7653,0,0,0,0,1
527,1,0,0,0,0
5632,0,0,0,0,1
3680,0,0,0,1,0
2002,0,0,0,0,1
5453,0,0,0,0,1
168,1,0,0,0,0
3771,0,0,0,0,1
10121,0,1,0,0,0
5079,0,1,0,0,0
11329,0,0,0,0,1
1919,0,0,0,0,1
3154,0,0,1,0,0
701,0,1,0,0,0
10827,0,0,1,0,0
3889,0,0,0,0,1
4526,0,0,0,0,1
11337,0,0,0,0,1
11660,0,0,0,0,1
6798,0,0,0,0,1
9046,1,0,0,0,0
2766,0,0,0,0,1
10364,1,0,0,0,0
772,0,0,0,0,1
1298,0,0,0,1,0
280,0,0,0,1,0
3559,0,0,0,0,1
9053,0,0,0,0,1
10384,0,0,0,1,0
1352,0,0,0,1,0
2926,0,1,0,0,0
8290,0,0,1,0,0
9084,0,0,0,0,1
1287,0,0,0,0,1
3946,1,0,0,0,0
9756,0,0,0,0,1
9566,0,0,0,0,1
5026,0,0,0,0,1
10172,0,0,1,0,0
7720,0,0,0,0,1
2013,0,0,0,0,1
5125,0,1,0,0,0
6670,1,0,0,0,0
4907,1,0,0,0,0
9663,0,0,0,0,1
5998,0,0,0,0,1
4676,1,0,0,0,0
5337,0,1,0,0,0
2147,0,0,0,1,0
5259,0,0,0,0,1
10018,1,0,0,0,0
3033,0,0,0,0,1
10217,0,0,0,0,1
5354,0,0,0,0,1
9815,1,0,0,0,0
449,1,0,0,0,0
6032,0,0,0,1,0
7502,0,0,0,0,1
7458,0,0,0,0,1
10947,0,0,1,0,0
5407,0,0,0,0,1
9265,0,0,1,0,0
810,0,1,0,0,0
9584,0,1,0,0,0
8514,0,0,0,0,1
8327,0,0,0,0,1
5964,0,0,0,0,1
5890,0,0,0,0,1
2073,0,0,0,0,1
8084,0,0,0,0,1
396,0,0,0,0,1
8269,0,0,0,0,1
885,0,0,0,1,0
1477,0,0,0,1,0
1790,0,0,0,0,1
4954,0,0,0,0,1
2333,0,0,0,0,1
4844,0,0,0,0,1
3233,0,0,1,0,0
2008,1,0,0,0,0
5364,1,0,0,0,0
682,0,0,1,0,0
3895,1,0,0,0,0
4672,1,0,0,0,0
5729,1,0,0,0,0
2859,0,0,0,0,1
4023,0,0,0,0,1
57,0,0,1,0,0
3955,0,0,0,0,1
5680,0,0,0,0,1
6323,1,0,0,0,0
2399,0,0,0,0,1
6637,1,0,0,0,0
46,1,0,0,0,0
30,1,0,0,0,0
10338,0,0,0,1,0
5770,0,0,0,0,1
6388,1,0,0,0,0
5338,1,0,0,0,0
1468,0,0,1,0,0
1665,0,0,0,0,1
1416,0,0,0,0,1
6627,0,0,0,1,0
2358,0,0,0,0,1
6518,0,0,0,1,0
1323,0,0,0,0,1
4291,1,0,0,0,0
4738,0,1,0,0,0
11175,0,0,0,1,0
9893,1,0,0,0,0
11194,0,0,0,0,1
429,1,0,0,0,0
7219,0,0,0,0,1
3984,0,0,0,0,1
385,0,0,0,0,1
1945,0,0,0,0,1
7662,0,0,0,0,1
3869,0,0,0,0,1
4828,0,0,0,0,1
10948,0,0,0,0,1
473,0,0,0,0,1
7129,0,1,0,0,0
4007,0,0,0,0,1
6107,0,0,0,0,1
8240,0,0,0,0,1
9202,1,0,0,0,0
578,1,0,0,0,0
8372,0,0,0,0,1
10853,0,0,0,0,1
1055,0,0,0,0,1
2281,0,0,0,0,1
6822,0,0,0,0,1
4999,0,0,0,0,1
4618,1,0,0,0,0
10654,0,0,0,0,1
3445,0,0,0,0,1
9415,1,0,0,0,0
4228,0,0,1,0,0
3169,0,1,0,0,0
811,0,0,0,0,1
11542,0,1,0,0,0
10545,0,0,0,1,0
1075,0,0,0,0,1
1115,0,0,1,0,0
5835,0,0,0,0,1
3533,0,0,0,1,0
6176,1,0,0,0,0
2755,0,1,0,0,0
460,0,0,0,0,1
3045,0,0,0,1,0
6434,0,0,0,0,1
3032,0,0,0,0,1
111,1,0,0,0,0
7058,0,0,0,0,1
10397,0,0,0,1,0
5666,1,0,0,0,0
7672,0,0,0,0,1
1745,0,0,0,0,1
9237,0,0,1,0,0
1452,0,0,0,0,1
2149,0,0,0,0,1
319,0,1,0,0,0
4830,0,0,0,1,0
61,0,0,1,0,0
2673,0,0,0,0,1
1922,0,0,0,0,1
8054,0,0,0,0,1
10369,0,0,0,0,1
6391,0,0,0,0,1
9432,0,0,0,0,1
8450,1,0,0,0,0
5858,0,0,0,0,1
4606,0,0,0,0,1
2129,0,0,0,0,1
8494,1,0,0,0,0
4315,1,0,0,0,0
7443,0,0,0,0,1
8359,0,0,0,1,0
10634,0,1,0,0,0
9136,0,0,1,0,0
10042,1,0,0,0,0
10224,0,0,0,0,1
5278,0,0,0,1,0
7229,0,0,0,1,0
10412,0,1,0,0,0
11591,0,0,0,1,0
1052,0,0,0,0,1
11186,0,0,0,0,1
4560,0,0,0,0,1
7791,0,1,0,0,0
10820,0,0,0,1,0
99,0,0,0,0,1
10992,0,0,0,0,1
1456,0,0,0,0,1
8301,0,0,0,0,1
361,0,0,1,0,0
812,1,0,0,0,0
1092,0,0,0,1,0
4374,0,0,0,0,1
11506,0,0,0,1,0
3145,0,0,0,0,1
10727,0,0,0,0,1
5411,1,0,0,0,0
11443,0,1,0,0,0
8083,0,0,0,0,1
7447,0,0,0,0,1
1890,0,0,0,0,1
1035,1,0,0,0,0
5155,1,0,0,0,0
6929,0,1,0,0,0
1414,0,0,0,0,1
540,1,0,0,0,0
7991,0,0,0,0,1
5467,0,0,0,0,1
4224,0,0,1,0,0
10073,0,0,0,0,1
9267,0,0,1,0,0
1146,0,0,0,0,1
5963,0,0,0,0,1
10536,0,0,1,0,0
754,1,0,0,0,0
5328,1,0,0,0,0
2003,0,0,0,0,1
5985,0,0,0,0,1
2542,0,0,0,0,1
6214,0,0,1,0,0
9073,0,1,0,0,0
5701,0,0,0,0,1
11107,0,0,0,0,1
3936,0,0,0,1,0
3130,0,0,0,0,1
2957,0,0,0,0,1
10985,0,0,0,0,1
10014,0,0,1,0,0
10796,0,0,0,0,1
9360,1,0,0,0,0
100,1,0,0,0,0
2608,0,0,0,1,0
6560,1,0,0,0,0
8000,0,0,0,0,1
7506,0,0,0,0,1
9892,1,0,0,0,0
7412,0,0,0,1,0
6686,0,0,0,0,1
4347,1,0,0,0,0
8177,0,0,0,0,1
7176,0,0,0,0,1
601,0,0,0,1,0
4299,0,0,0,0,1
10408,0,0,0,0,1
4807,1,0,0,0,0
9327,0,0,1,0,0
10953,0,0,0,0,1
3883,0,0,0,0,1
10373,0,0,1,0,0
6487,0,0,0,0,1
1044,0,0,0,0,1
9056,1,0,0,0,0
1557,0,0,0,1,0
5369,0,0,1,0,0
3752,0,0,0,1,0
1487,0,0,0,0,1
9038,1,0,0,0,0
9286,0,0,1,0,0
180,1,0,0,0,0
10728,0,1,0,0,0
9813,0,0,0,0,1
2115,0,0,0,0,1
1699,0,0,0,0,1
1379,0,0,0,0,1
2228,0,0,0,1,0
2404,0,0,0,0,1
1395,0,0,0,0,1
10120,1,0,0,0,0
618,1,0,0,0,0
9798,1,0,0,0,0
5165,1,0,0,0,0
3396,0,0,0,0,1
1600,0,0,0,0,1
9430,0,0,1,0,0
10912,0,0,0,0,1
1615,0,0,0,0,1
8118,0,0,0,0,1
5480,1,0,0,0,0
2083,0,0,0,0,1
8495,0,0,0,0,1
8463,0,0,0,0,1
7467,0,0,0,0,1
9099,0,0,0,0,1
8733,0,0,0,0,1
675,1,0,0,0,0
2545,0,1,0,0,0
9716,0,0,0,0,1
3999,0,0,0,1,0
11618,0,0,0,0,1
10189,0,0,0,0,1
8127,0,0,0,0,1
3609,1,0,0,0,0
9601,0,0,0,0,1
3787,1,0,0,0,0
2225,0,0,0,0,1
6685,0,0,0,0,1
5526,0,0,0,0,1
1126,0,0,0,0,1
6459,0,0,0,0,1
6393,0,1,0,0,0
2441,0,0,0,0,1
1322,0,0,0,0,1
1603,0,0,0,0,1
10409,1,0,0,0,0
10050,0,0,0,1,0
4065,1,0,0,0,0
7636,0,0,0,0,1
10911,0,0,0,0,1
8273,0,0,0,1,0
10831,0,0,0,0,1
4071,0,0,0,1,0
1507,0,0,0,0,1
1559,0,0,0,0,1
5081,0,0,0,0,1
4982,0,1,0,0,0
4393,0,0,0,0,1
9522,0,0,0,0,1
5516,0,0,0,0,1
1836,0,0,0,0,1
1354,0,0,0,0,1
10259,0,0,1,0,0
10293,0,0,0,0,1
5466,0,0,0,0,1
4032,0,0,0,1,0
10652,0,0,0,0,1
6678,0,0,0,0,1
8253,0,0,0,0,1
8449,0,0,0,0,1
2251,0,0,0,0,1
1025,0,0,0,0,1
7612,0,0,0,1,0
5202,0,0,0,0,1
4924,0,0,0,0,1
4705,0,1,0,0,0
3397,0,1,0,0,0
313,1,0,0,0,0
10022,1,0,0,0,0
9947,0,0,0,1,0
6964,0,0,0,0,1
10069,0,0,0,0,1
5739,0,0,1,0,0
4963,1,0,0,0,0
2970,1,0,0,0,0
9216,0,1,0,0,0
7948,0,0,0,0,1
3885,1,0,0,0,0
11206,0,0,0,0,1
9023,0,0,0,0,1
4681,0,0,0,0,1
8366,0,0,0,0,1
4233,1,0,0,0,0
6208,0,0,0,0,1
8790,0,0,0,0,1
5579,0,0,0,0,1
10790,0,0,1,0,0
1840,0,0,0,0,1
10606,0,0,0,0,1
6252,0,0,1,0,0
3673,0,0,0,0,1
9737,0,1,0,0,0
11655,0,0,0,0,1
3320,0,0,0,0,1
2272,0,0,0,0,1
847,0,0,0,0,1
9636,0,0,0,0,1
6595,0,1,0,0,0
5438,0,0,0,0,1
7615,0,0,0,0,1
7276,0,0,0,0,1
1417,0,0,0,0,1
7335,0,0,0,1,0
3848,0,0,0,1,0
604,0,0,0,1,0
5527,0,0,0,0,1
2078,0,0,0,0,1
7008,0,0,0,0,1
2311,0,0,0,0,1
5936,0,0,0,0,1
1982,0,0,0,1,0
199,0,0,1,0,0
485,1,0,0,0,0
3270,0,0,0,0,1
2823,0,0,0,0,1
3245,0,0,0,0,1
8251,0,0,0,0,1
5062,0,0,0,0,1
3749,0,0,0,0,1
7428,0,0,0,0,1
10181,1,0,0,0,0
9537,0,0,0,1,0
2794,0,0,0,0,1
7773,0,0,0,0,1
7915,0,0,0,1,0
7981,0,0,0,0,1
524,0,0,0,1,0
947,0,1,0,0,0
9024,0,1,0,0,0
9263,0,0,1,0,0
1280,0,0,0,0,1
122,1,0,0,0,0
4711,0,0,1,0,0
4985,0,0,0,1,0
2302,0,0,0,0,1
10531,0,0,0,0,1
11615,0,0,0,0,1
1005,0,0,0,1,0
3460,0,0,0,0,1
5721,0,0,0,0,1
8760,0,0,0,0,1
10484,0,0,1,0,0
3055,1,0,0,0,0
3566,0,0,1,0,0
5389,0,0,0,0,1
2132,0,0,0,0,1
5843,1,0,0,0,0
10617,0,0,0,0,1
229,1,0,0,0,0
6001,0,1,0,0,0
4001,0,1,0,0,0
10660,1,0,0,0,0
8204,0,1,0,0,0
10830,0,0,0,0,1
3007,0,0,0,0,1
8784,1,0,0,0,0
4221,1,0,0,0,0
6248,1,0,0,0,0
10558,0,1,0,0,0
2750,0,0,1,0,0
9205,0,0,0,0,1
4783,1,0,0,0,0
2944,0,1,0,0,0
4441,0,0,0,0,1
2718,0,0,0,0,1
6383,0,1,0,0,0
7952,0,0,0,0,1
11234,1,0,0,0,0
5723,0,0,0,1,0
11258,0,0,0,0,1
4161,0,0,0,0,1
9946,0,0,0,0,1
8997,0,1,0,0,0
9353,0,0,0,0,1
9612,0,0,1,0,0
11092,0,0,0,0,1
10244,0,0,0,1,0
10336,0,0,0,1,0
5654,0,0,0,1,0
1017,0,0,0,0,1
6887,1,0,0,0,0
1928,0,0,0,0,1
350,1,0,0,0,0
5743,0,0,0,0,1
10905,0,0,0,0,1
8797,0,0,0,0,1
10335,0,1,0,0,0
5522,0,1,0,0,0
6920,1,0,0,0,0
564,0,0,0,1,0
1582,0,0,0,0,1
2175,0,0,0,0,1
6699,0,0,0,0,1
8794,0,0,0,0,1
3933,0,1,0,0,0
2707,0,0,1,0,0
11516,0,0,0,0,1
11619,0,0,0,0,1
3535,0,0,0,0,1
5171,0,0,0,0,1
6940,0,0,0,0,1
9832,0,0,0,0,1
3739,0,0,0,0,1
9140,0,0,0,0,1
821,0,0,0,0,1
2063,0,0,0,0,1
7624,0,0,0,0,1
81,0,0,0,0,1
10029,0,0,0,1,0
2697,1,0,0,0,0
831,0,0,0,0,1
3826,0,0,0,0,1
8802,0,0,0,0,1
2833,0,0,0,0,1
9657,0,0,0,1,0
10845,0,1,0,0,0
6014,0,0,0,0,1
48,0,0,0,0,1
6216,0,0,0,0,1
7039,1,0,0,0,0
7678,0,0,0,1,0
8938,1,0,0,0,0
11455,0,0,0,0,1
8921,0,0,0,0,1
4095,0,0,1,0,0
2689,1,0,0,0,0
5359,1,0,0,0,0
8466,0,0,0,1,0
6280,1,0,0,0,0
2373,0,0,0,0,1
9723,0,0,0,0,1
2758,0,0,0,0,1
6908,0,0,0,0,1
8376,0,0,0,0,1
5181,0,0,0,0,1
7785,0,1,0,0,0
3880,0,0,0,0,1
7293,0,0,0,0,1
4521,1,0,0,0,0
10708,0,0,0,1,0
4969,0,0,0,0,1
6120,0,0,0,0,1
3945,1,0,0,0,0
9777,0,0,1,0,0
2164,0,0,0,0,1
2886,0,0,0,0,1
4791,1,0,0,0,0
9515,0,0,1,0,0
11226,0,0,1,0,0
9113,0,0,0,1,0
172,1,0,0,0,0
639,0,0,0,1,0
4641,0,0,0,0,1
8949,1,0,0,0,0
1143,0,1,0,0,0
8412,0,0,0,0,1
6762,0,0,0,1,0
9774,0,0,1,0,0
1832,0,0,0,0,1
10940,0,0,1,0,0
7278,0,0,0,0,1
3686,0,0,0,0,1
8870,0,0,0,0,1
6053,0,0,0,0,1
5657,0,0,0,0,1
6951,0,0,0,0,1
834,0,0,0,0,1
2486,0,0,0,0,1
8741,0,0,0,0,1
5397,1,0,0,0,0
6234,0,0,0,1,0
8818,0,0,0,0,1
10287,0,0,1,0,0
6424,0,0,0,0,1
65,1,0,0,0,0
9897,0,0,1,0,0
8203,0,0,0,0,1
8658,0,0,0,1,0
2024,0,0,0,0,1
5863,1,0,0,0,0
354,1,0,0,0,0
6080,0,0,0,0,1
5790,0,1,0,0,0
9469,0,0,1,0,0
9564,0,0,0,1,0
8488,0,0,0,0,1
6258,1,0,0,0,0
3127,0,0,0,0,1
9481,0,0,1,0,0
8153,0,0,0,0,1
4403,0,0,0,1,0
5470,0,0,0,0,1
5391,0,0,0,0,1
4354,0,0,0,0,1
11420,0,0,1,0,0
5006,0,0,0,0,1
7021,0,0,1,0,0
4418,0,0,1,0,0
2583,1,0,0,0,0
11178,0,0,0,0,1
2770,0,0,1,0,0
8422,0,0,0,0,1
7757,0,0,0,0,1
6758,0,0,0,0,1
3209,0,0,0,0,1
11483,0,1,0,0,0
3905,0,1,0,0,0
5908,0,0,0,0,1
5357,0,0,0,0,1
5875,0,0,0,0,1
2379,1,0,0,0,0
8099,0,0,0,1,0
5916,1,0,0,0,0
4169,0,0,0,0,1
5576,0,0,0,0,1
3428,0,0,0,0,1
1101,0,0,0,0,1
8287,0,0,0,0,1
11159,0,0,0,0,1
11127,0,0,0,0,1
8003,0,0,0,0,1
7642,0,1,0,0,0
4140,0,1,0,0,0
3557,0,0,0,0,1
6507,0,0,0,0,1
118,1,0,0,0,0
2022,0,0,0,0,1
4449,1,0,0,0,0
4453,1,0,0,0,0
10405,0,0,0,0,1
10791,0,0,0,1,0
8394,0,0,0,0,1
4789,1,0,0,0,0
9210,0,0,0,0,1
4273,0,0,0,0,1
5767,0,0,0,0,1
87,0,0,0,0,1
11513,1,0,0,0,0
3382,0,0,0,0,1
7325,0,0,0,0,1
403,0,1,0,0,0
3350,0,1,0,0,0
11489,1,0,0,0,0
10746,0,0,0,0,1
8247,0,1,0,0,0
2241,0,0,0,0,1
8339,0,0,0,1,0
7182,0,0,1,0,0
1027,1,0,0,0,0
11323,0,1,0,0,0
5601,0,0,0,0,1
2436,0,0,0,0,1
7631,0,0,0,0,1
1278,0,0,0,0,1
9049,0,0,0,1,0
11228,0,0,0,1,0
1425,0,0,0,1,0
6290,1,0,0,0,0
1502,0,0,0,0,1
11366,0,0,0,0,1
9997,0,0,0,1,0
8020,0,0,1,0,0
10441,1,0,0,0,0
678,1,0,0,0,0
8079,0,0,0,0,1
8119,0,0,1,0,0
6437,0,0,0,0,1
5400,0,0,0,0,1
1070,0,0,1,0,0
6621,0,0,0,0,1
2480,0,0,0,0,1
9703,1,0,0,0,0
3392,0,0,0,0,1
9364,1,0,0,0,0
6149,0,0,0,0,1
7149,0,0,0,1,0
418,1,0,0,0,0
10458,0,0,0,0,1
4810,1,0,0,0,0
1947,0,0,0,0,1
3336,0,0,0,0,1
2299,0,0,0,1,0
6223,0,0,0,0,1
6719,0,0,0,0,1
208,0,1,0,0,0
9846,1,0,0,0,0
8642,0,0,0,0,1
5028,0,0,0,0,1
528,0,0,0,0,1
779,0,0,0,0,1
722,0,0,0,0,1
9036,0,0,0,1,0
1860,0,0,0,0,1
9895,0,1,0,0,0
11155,0,0,0,0,1
9884,0,0,0,0,1
10585,0,0,1,0,0
1992,0,0,0,0,1
2332,0,0,0,0,1
7053,1,0,0,0,0
7300,0,0,1,0,0
5371,0,0,0,0,1
3459,0,0,0,0,1
